Response   Price
1	60.77704206
1	124.6132006
1	167.4524675
1	155.3473866
1	117.7763164
1	101.7089798
1	151.7956879
1	167.834659
1	94.94598336
1	75.50868971
0	17.36061674
1	190.8730319
1	103.4231179
1	114.3380831
1	176.890405
1	147.3375313
1	150.5444227
1	81.572184
1	125.7041259
1	156.8096687
1	138.1501782
1	115.0416184
1	179.2764904
1	186.6193028
1	96.21920592
1	187.3197113
1	139.5459432
1	106.0875155
1	181.7277961
1	122.9706802
1	119.7718981
1	147.6680281
1	81.17068968
1	132.8634724
1	160.9720664
1	122.4406099
1	147.3367387
1	142.997174
1	122.4014957
1	170.2973908
1	116.311978
1	224.7266696
1	132.295147
1	216.6021171
1	173.5510874
1	160.8631414
1	88.68756504
1	143.7704157
1	162.1815461
1	136.7730319
1	156.7724617
0	212.0878261
1	122.8639044
0	101.1759846
1	89.30521907
1	116.8032105
1	206.8518336
1	173.3746413
1	239.6060877
1	219.6807275
1	196.9361262
1	193.1260058
1	200.3616034
1	153.2455301
1	197.5322168
1	188.7178404
1	173.4690442
1	157.3809084
1	142.1722938
0	144.5720648
1	151.7954115
1	144.3712899
1	136.223142
1	228.7851013
1	155.8330225
1	238.4975239
1	205.7295661
1	144.3687225
1	218.3808639
1	153.3813424
1	240.5737426
1	216.7722361
1	221.8486768
1	168.7872688
1	184.6065228
1	212.1458873
1	165.1048374
1	159.6962446
1	166.2300842
1	214.9276837
1	265.7980784
1	153.523899
1	167.4861672
1	237.0151612
1	277.7466856
1	189.7477567
1	207.2872851
1	271.4283223
1	218.5200667
1	203.0010697
0	157.3535767
1	156.6988304
1	202.2043202
1	216.1070909
1	190.5407847
1	265.9159339
1	288.271192
1	245.8498071
1	188.8323859
1	159.0390755
1	185.4602736
1	190.5653964
1	198.4471326
1	104.476192
1	268.6313703
1	225.8621885
1	226.3829098
1	270.3725521
1	205.6137494
1	248.5079581
1	288.5198171
1	251.6953155
1	270.1646211
1	213.5734278
1	199.9076868
1	240.1633394
1	240.8164792
1	273.7688001
1	280.2854758
1	199.4201077
1	236.9304122
1	175.7359214
1	226.6221703
0	272.1641982
1	284.8122806
1	220.9035947
1	273.7329003
1	259.933979
0	308.9905965
1	263.0508549
1	264.0990231
0	304.6380622
0	323.9586625
1	282.1800414
0	258.3181058
0	343.8217374
0	307.1867335
1	298.2652444
1	219.4891038
0	301.7594983
1	246.0322293
1	155.7852816
0	300.5329773
0	302.7960579
0	283.4159454
0	279.3415481
1	290.5889788
1	259.4860546
0	352.7198127
0	266.5286422
1	276.3111729
0	308.7540185
1	274.2310616
1	294.384012
1	200.4514521
1	288.9085678
1	299.5268302
1	231.6479571
1	211.5980814
0	310.6252403
1	280.2673362
0	324.2640795
1	282.952474
0	347.8410055
1	249.2987365
0	389.3702089
0	301.2805799
0	239.253819
1	259.7108604
1	289.7739225
1	255.6156678
1	293.2336432
1	274.4706784
0	345.988006
0	336.9631262
1	255.2289017
1	294.7614025
1	290.1290879
1	263.1355295
0	345.6761237
