EPSX		EPSY		X		Y
-2.447232	-1.421835	0.000000	0.000000
-1.540471	-0.632123	-1.540471	-0.632123
1.284912	-1.997182	-0.255559	-2.629304
-0.854495	0.174588	-1.110054	-2.454717
0.959860	-2.087111	-0.150194	-4.541828
-2.316400	1.048976	-2.466594	-3.492852
1.725051	1.138025	-0.741543	-2.354827
0.289402	-0.510411	-0.452141	-2.865238
1.383742	0.813727	0.931601	-2.051512
-0.436480	0.181900	0.495121	-1.869612
0.147374	0.856733	0.642495	-1.012879
-0.084889	-0.651007	0.557606	-1.663887
-0.561996	-1.299615	-0.004390	-2.963501
-0.688391	1.476129	-0.692781	-1.487372
-0.144337	1.410634	-0.837118	-0.076739
0.266389	1.235823	-0.570729	1.159084
-0.666185	-0.387143	-1.236914	0.771941
1.289735	0.589123	0.052821	1.361064
-0.438318	-1.994373	-0.385497	-0.633309
0.019141	-0.443086	-0.366356	-1.076395
1.824879	-0.090068	1.458523	-1.166463
1.601614	-0.163860	3.060136	-1.330323
-0.425514	-0.594499	2.634622	-1.924822
1.336134	0.174402	3.970757	-1.750420
1.220148	-0.325969	5.190905	-2.076389
1.353665	-1.846630	6.544570	-3.923019
0.082987	0.018970	6.627557	-3.904049
-0.643266	3.018300	5.984290	-0.885749
-0.365659	-0.140251	5.618631	-1.026000
-1.744890	-0.538289	3.873741	-1.564289
0.506183	-0.937568	4.379924	-2.501856
-0.505239	-0.142965	3.874685	-2.644821
1.759054	-0.440310	5.633739	-3.085130
0.529564	0.986887	6.163303	-2.098244
0.209808	0.831747	6.373111	-1.266497
0.147679	-2.200070	6.520790	-3.466567
0.124983	-0.573553	6.645773	-4.040120
0.495832	0.551736	7.141605	-3.488384
0.689219	-1.828537	7.830824	-5.316922
-0.707668	-1.966458	7.123156	-7.283379
-1.449809	-1.103302	5.673347	-8.386682
1.374099	-0.438860	7.047447	-8.825542
-0.857306	-0.164764	6.190140	-8.990305
-0.845726	0.350756	5.344415	-8.639549
-0.226420	-0.697581	5.117995	-9.337131
0.435121	1.774606	5.553117	-7.562525
0.423307	-1.000045	5.976423	-8.562570
-0.841327	-0.361315	5.135097	-8.923885
-2.363728	0.127322	2.771369	-8.796563
1.841667	0.630602	4.613035	-8.165961
-0.167043	0.395581	4.445992	-7.770380
-0.097385	0.292512	4.348607	-7.477868
-0.750630	0.008491	3.597977	-7.469376
1.605147	0.052215	5.203123	-7.417161
-0.874328	0.200003	4.328795	-7.217158
1.184628	-0.816316	5.513423	-8.033474
-0.638697	0.573455	4.874726	-7.460019
0.622621	-0.403236	5.497348	-7.863254
-1.396575	1.214397	4.100772	-6.648858
-0.935412	-0.806780	3.165360	-7.455638
-0.162676	1.707830	3.002684	-5.747808
1.166148	-0.139779	4.168833	-5.887587
-1.094686	1.053182	3.074147	-4.834404
0.283661	-2.201689	3.357808	-7.036094
0.621634	0.619719	3.979442	-6.416375
1.799887	1.284090	5.779329	-5.132285
-0.346135	-0.684042	5.433194	-5.816327
-0.073285	0.230738	5.359909	-5.585589
-0.405242	2.578692	4.954666	-3.006898
-1.742403	-0.966601	3.212263	-3.973499
0.134723	-0.226092	3.346986	-4.199591
0.022486	-1.159868	3.369472	-5.359459
-1.946723	-0.357169	1.422749	-5.716627
0.970497	0.703310	2.393246	-5.013317
-0.772753	1.238926	1.620493	-3.774391
-0.239452	0.678533	1.381041	-3.095859
-0.142213	-0.319360	1.238828	-3.415219
1.124026	-0.193247	2.362854	-3.608465
0.957827	1.285411	3.320680	-2.323055
0.735325	0.977304	4.056005	-1.345751
-0.459135	0.040072	3.596870	-1.305679
0.228430	-1.824364	3.825300	-3.130042
-0.540172	-0.974933	3.285128	-4.104976
1.137857	-1.234643	4.422986	-5.339619
0.327062	2.590999	4.750048	-2.748620
0.780764	0.361699	5.530812	-2.386921
-1.135837	0.860578	4.394975	-1.526343
-0.567435	0.128974	3.827540	-1.397369
1.162109	-0.266012	4.989649	-1.663381
-1.343633	-0.866359	3.646016	-2.529741
-0.525988	0.358611	3.120028	-2.171129
0.148994	0.454804	3.269022	-1.716325
-1.424341	2.022336	1.844681	0.306011
-0.811380	0.692044	1.033301	0.998055
0.154680	-0.888380	1.187981	0.109676
-0.686662	-0.266875	0.501319	-0.157200
-0.696516	-0.604849	-0.195197	-0.762049
-1.088099	0.786468	-1.283296	0.024418
0.925687	-0.360259	-0.357609	-0.335841
0.329174	-0.677214	-0.028434	-1.013056
-1.384459	0.136032	-1.412893	-0.877024
0.338329	-0.334793	-1.074564	-1.211817
-1.346779	0.277662	-2.421343	-0.934155
-0.754725	-2.122131	-3.176068	-3.056286
0.513128	0.956318	-2.662940	-2.099968
0.217747	0.364372	-2.445192	-1.735596
-0.277568	-0.735780	-2.722760	-2.471376
-0.945475	0.927244	-3.668235	-1.544132
0.804163	-0.050647	-2.864072	-1.594779
0.871635	-0.099326	-1.992437	-1.694105
0.208496	1.761198	-1.783941	0.067092
-1.050290	0.915800	-2.834231	0.982893
0.993160	-0.315697	-1.841071	0.667196
-0.834594	-1.068911	-2.675665	-0.401715
-1.105726	0.505175	-3.781391	0.103460
-0.426126	-0.175607	-4.207517	-0.072147
0.868255	0.487519	-3.339262	0.415372
0.412989	0.853979	-2.926272	1.269351
1.138334	0.172500	-1.787938	1.441851
0.344820	1.735566	-1.443118	3.177417
0.351519	-2.281890	-1.091599	0.895527
0.369937	-0.874930	-0.721662	0.020597
0.524747	-1.154256	-0.196914	-1.133659
-0.381882	1.088865	-0.578796	-0.044793
-0.851397	0.028282	-1.430193	-0.016512
-0.730062	-0.965537	-2.160254	-0.982049
-1.443304	1.397116	-3.603558	0.415068
-1.496355	0.509554	-5.099913	0.924622
0.395143	-1.265446	-4.704770	-0.340824
0.764748	1.220717	-3.940023	0.879892
1.526453	0.016617	-2.413569	0.896509
-3.151571	0.954792	-5.565141	1.851301
-0.562894	1.038328	-6.128035	2.889630
0.689627	-0.252604	-5.438408	2.637026
0.788359	-0.403378	-4.650048	2.233648
-0.671889	-1.742271	-5.321937	0.491376
-1.310694	-1.161075	-6.632631	-0.669699
1.104288	1.047236	-5.528343	0.377537
0.894932	-0.413038	-4.633411	-0.035501
-2.106997	-0.124132	-6.740408	-0.159632
-0.217844	-0.969177	-6.958252	-1.128809
0.262220	0.645512	-6.696033	-0.483297
-0.782107	0.622113	-7.478140	0.138816
-0.088081	-0.856146	-7.566221	-0.717330
-0.031123	-0.066242	-7.597344	-0.783572
0.253029	-1.439585	-7.344315	-2.223157
0.013113	-0.532049	-7.331203	-2.755206
-0.606283	-0.645695	-7.937485	-3.400902
0.055770	-1.116819	-7.881715	-4.517721
-0.215775	-0.870830	-8.097490	-5.388551
-0.161313	-0.142128	-8.258803	-5.530679
-0.917666	-0.281318	-9.176469	-5.811997
0.664501	1.403937	-8.511968	-4.408060
-1.439133	-1.429385	-9.951101	-5.837445
-0.926394	-0.167312	-10.877494	-6.004757
1.889751	-0.081335	-8.987744	-6.086092
-0.199366	1.828172	-9.187110	-4.257920
0.193388	2.226952	-8.993722	-2.030968
-1.900101	2.410677	-10.893822	0.379709
-1.062931	0.628404	-11.956753	1.008113
-1.937836	1.202524	-13.894589	2.210637
-0.899282	-1.366168	-14.793871	0.844469
-1.587285	-0.268796	-16.381156	0.575673
0.290946	0.347869	-16.090210	0.923543
-0.447763	0.351194	-16.537973	1.274737
-0.900425	-0.241866	-17.438398	1.032871
-0.030686	0.764840	-17.469084	1.797711
-0.874522	0.275110	-18.343606	2.072821
-1.573531	1.136496	-19.917137	3.209317
0.320724	-1.729881	-19.596413	1.479436
1.957477	0.422422	-17.638936	1.901858
0.108608	-1.512537	-17.530328	0.389321
-0.804327	1.533868	-18.334655	1.923189
0.471109	2.691646	-17.863547	4.614835
-0.364348	1.043885	-18.227894	5.658720
1.852001	0.500153	-16.375893	6.158873
-0.415174	0.663519	-16.791067	6.822393
0.182482	-0.190956	-16.608585	6.631437
0.355147	0.582360	-16.253438	7.213796
-1.347804	0.325131	-17.601241	7.538928
-1.213640	0.462147	-18.814881	8.001075
-0.004550	-0.331177	-18.819431	7.669898
-0.459997	1.850932	-19.279428	9.520831
-1.975013	0.626307	-21.254441	10.147138
-0.649195	-0.879469	-21.903636	9.267669
0.288106	0.712307	-21.615529	9.979976
-0.633181	0.138846	-22.248710	10.118823
0.651494	-2.218713	-21.597216	7.900109
-1.718645	1.550339	-23.315861	9.450448
-0.451306	0.060302	-23.767167	9.510750
-0.537947	1.054786	-24.305114	10.565536
1.084205	0.856287	-23.220909	11.421823
-0.408641	0.452903	-23.629550	11.874726
0.807229	-0.319392	-22.822321	11.555334
-2.130049	-0.367497	-24.952370	11.187837
1.144136	0.017483	-23.808234	11.205319
-0.990176	0.136623	-24.798410	11.341942
-0.220456	-0.087546	-25.018866	11.254396
-0.350153	-0.153050	-25.369019	11.101346
0.867478	-0.300296	-24.501542	10.801050
-0.913794	-0.686104	-25.415336	10.114946
-0.227806	0.270206	-25.643142	10.385153
0.811953	0.124140	-24.831188	10.509292
-0.017823	1.632467	-24.849012	12.141760
0.169590	0.828514	-24.679422	12.970274
0.395322	-0.640948	-24.284100	12.329326
0.354896	0.996073	-23.929204	13.325399
-0.253325	1.394347	-24.182529	14.719746
-0.199762	-0.324528	-24.382291	14.395219
0.148656	1.091938	-24.233635	15.487157
-0.755932	0.439720	-24.989567	15.926877
0.436808	-1.033743	-24.552759	14.893133
-0.569634	-1.062871	-25.122393	13.830262
-1.672705	1.353719	-26.795098	15.183981
0.572490	-0.770337	-26.222608	14.413644
0.559231	-0.133302	-25.663376	14.280342
-0.089496	-0.928524	-25.752872	13.351818
0.448478	-2.702909	-25.304394	10.648909
0.901714	-0.032872	-24.402680	10.616037
0.450309	1.194101	-23.952372	11.810138
0.945907	-0.163269	-23.006464	11.646869
0.876186	0.031996	-22.130279	11.678865
0.446242	-1.409712	-21.684037	10.269152
-0.606957	-0.711007	-22.290994	9.558145
0.492412	-0.639003	-21.798583	8.919142
-1.575457	-0.566480	-23.374040	8.352662
0.886688	1.305885	-22.487352	9.658548
0.113773	-0.704871	-22.373579	8.953676
-0.037427	0.658593	-22.411006	9.612269
-1.021332	0.148126	-23.432338	9.760395
1.036001	-1.785429	-22.396336	7.974966
0.801553	0.457641	-21.594784	8.432607
-0.381564	-0.274055	-21.976348	8.158553
0.789776	-0.083227	-21.186572	8.075326
-1.348179	1.086321	-22.534752	9.161647
1.147387	-0.038957	-21.387365	9.122690
0.124552	-0.595481	-21.262812	8.527208
-0.714734	0.384828	-21.977546	8.912036
-0.150539	-0.893190	-22.128085	8.018846
0.976130	0.371782	-21.151955	8.390628
-0.542439	-0.545059	-21.694395	7.845569
1.223423	-0.526184	-20.470972	7.319385
-1.457054	-0.263158	-21.928025	7.056227
0.032239	1.245431	-21.895786	8.301658
-0.835238	0.200707	-22.731024	8.502365
0.874803	0.580559	-21.856222	9.082924
-1.003561	1.256704	-22.859783	10.339628
-1.164133	0.534869	-24.023916	10.874497
1.683729	0.759305	-22.340188	11.633802
1.065778	-0.327819	-21.274410	11.305983
